Column 0;Auteur;Column 2;Titel;Column 4;AlterTitel;Column 6;Serie;Column 8;Uitgever;Jaren2;Type;Column 12;Code;Column 14;Onderwerp1;Column 16;Onderwerp2;Column 18;Inhoud;Column 20;InvoerDatum
3132;Wallace, I., e.a.;	;The secret sex lives of famous people;	;The secret sex lives of famous people;	;;	;Chancellor Press;	1981	1993	;naslagwerk;	;b313e;	;Maria Luisa van Parma, Pauline Bonaparte, Cesare Borgia, e.a.;	;Carol II van Roemenië, Alexander II van Rusland, Napoleon III van Frankrijk, Aly Khan, Faroek I van Egypte, Filips I van Orléans, Adolf Hitler, Lola Montez, Benito Mussolini, Edward VIII van Groot-Brittannië, Catharina II de grote van Rusland, Eva Péron;	;;;NULL
1450;Pasha, K.;	;Memoirs of a Russian Princess (Gleaned from her secret... );	;Memoirs of a Russian Princess;	;;	;Grove Press;	1967	1968	;mémoires;	;p145e;	;Vavara Softa;	;Paul I van Rusland;	;;;NULL
3152;Schevill, F.;	;A history of the Balkans (New Edition);	;History of the Balkan Peninsula;	;A history of...;	;Dorset Press;	0	1991	;studie;	;b315e;	;Justinianus I van Byzantium, Mehmed II van Turkije, e.a.;	;Leo III van Byzantium, Mahmud II van Turkije, Süleyman I van Turkije, Basileus II van Byzantium, Murad I van Turkije, Abdül Hamid II van Turkije, Milan I van Servië, Alexius I van Byzantium, Bayazid I van Turkije, Vlad III de spietser van Walachije;	;xî;;NULL
1144;Orlandi, E., e.a.;	;Karel de grote;	;;	;De groten van alle tijden;	;Amsterdam Boek;	1968	1974	;biografie;	;l114n;	;Karel de grote van Frankenland;	;Peppijn de korte van Herstal, Lodewijk de vrome van Frankenland, paus Leo III, Thassilo van Beieren;	;i;;NULL
1154;Warry, J., e.a.;	;Oorlogvoering in de klassieke wereld (Encyclopedie van...);	;Warefare in the Classical World;	;;	;Uitgeverij Helmond;	1980	1981	;encyclopedie;	;l115n;	;Julius Caesar van Rome, Alexander de grote van Macedonië, e.a.;	;Agesilaos van Sparta, Justinianus I van Byzantium, Herodotos van Helikarnassos, Filippos I van Macedonië, Mithridates VI van Pontos, Phyrros van Epeiros, Darius I de grote van Perzië, Julianus de afvallige van Rome, Vercingétorix van de Arveniërs;	;ix;;NULL
1164;Marshall, R.;	;Opkomst en ondergang van het Mongoolse keizerrijk;	;Storm from the east;	;Teleac;	;Tirion / Teleac;	1993	1993	;studie;	;l116n;	;Djenghis Khan van Mongolië, Koebilai Khan van China;	;Ögödei Khan, Batu Khan, Hülagü Khan, Möngke-Timoer Khan, Güyük Khan, Djaghatai Khan, Tamerlan, Töregene, Karakoroem, Soebodai Bat-atoer, Toloei, Tsjoeng-toe, Möngke Khan, Béla IV van Hongarije, Roesoedan van Georgië;	;ixb;;NULL
1407;Palmer, A.;	;The decline and fall of the Ottoman Empire;	;;	;;	;John Murray;	1992	1993	;studie;	;z140e;	;Mahmud II van Turkije, Selim III van Turkije, e.a.;	;Mehmed VI van Turkije, Abdül Hamid II van Turkije, Mehmed IV van Turkije, Murad V van Turkije, Mustafa IV van Turkije, Abdül Mecid I van Turkije, Mehmed V van Turkije, Süleyman I van Turkije, Nicolaas I van Rusland;	;xï;;NULL
1417;Norwich, J.J.;	;Byzantium (The Apogee);	;Byzantium II: The Apogee;	;Byzantium II (800-1081);	;Penguin Books;	1991	1993	;studie;	;z141e;	;Basileus II van Byzantium, Leo VI de wijze van Byzantium, e.a.;	;Romanus I Lecapenus van Byzantium, Constantijn IX van Byzantium, Basileus I van Byzantium, Zoë van Byzantium, Constantijn VII van Byzantium, Nicephorus II van Byzantium, Theophilus van Byzantium, Johannes I van Byzantium, Michael III van Byzantium;	;ïx;;NULL
1174;Riley-Smith, J., e.a.;	;The atlas of the crusades;	;;	;;	;Times Books;	1990	1991	;atlas;	;l117e;	;Lodewijk IX van Frankrijk, Frederik II van Hohenstaufen, e.a.;	;Richard I leeuwenhart van Engeland, Saladin, paus Innocent III, Guy van Lucignan, Mehmed II van Turkije, Lodewijk VIII van Frankrijk, Conrad III van Duitsland, Willem II van Sicilië, Constantijn IX van Byzantium, Peter I van Cyprus;	;ibxp;;NULL
1184;Gardiner, B.;	;Encyclopedie van Dinosauriërs en andere preshistorische...;	;The Macmillan ... Encyclopedia of Dinosaurs ...;	;;	;mp;	1988	1989	;encyclopedie;	;l118n;	;prehistorie;	;;	;ixb;;NULL
1427;Blunt, W.;	;The dream king (Ludwig II of Bavaria);	;;	;;	;Penguin Books;	1970	1978	;biografie;	;z142e;	;Ludwig II van Beieren;	;Max II van Beieren, Marie van Pruisen, Ludwig I van Beieren, Otto van Beieren, Sophie van Beieren, Sissi van Beieren, Paul van Thurn und Taxis, Chlodwig van Hohenlohe-Schillingfürst, Max van Thurn und Taxis, Wilhelm I van Pruisen, Richard Wagner;	;ixb;;NULL
7302;Williams, A., e.a.;	;A Biographical Dictionary of Dark Age Britain c.500-c.1050;	;Dark Age Britain;	;A Biographical Dictionary of;	;Seaby London;	1991	0	;naslagwerk;	;b730e;	;Alfred de grote van Wessex, Thorfinn II de machtige van Orkney, e.a.;	;Æthelred II de ongerede van Wessex, Ælfthryth van East-Anglia, Bruide mac Bili van de Picts, Edwin de Heilige van Northumbria, Erik Bloedbijl van York, Constantijn de Heilige van Strathclyde;	;;;NULL
7312;;	;Biographisches Lexikon für Mecklenburg, Band 1;	;;	;Biographisches Lexikon;	;Schmidt Römhild;	0	1995	;biografieën;	;b731d;	;Albrecht VII de schone van Mecklenburg, e.a.;	;Ulrich III van Mecklenburg, Heinrich V van Mecklenburg, Anna van Brandenburg, Elisabeth van Denemarken, Johan Albrecht I van Mecklenburg, Karl I van Mecklenburg-Güstrow, Knut Lavard van Denemarken, Louise van Mecklenburg-Güstrow, Sophie van Mecklenburg;	;ï;;NULL
4637;Patel, dr. H.;	;Royal Families and Palaces of Gujarat;	;;	;;	;Scorpion & Cavendish;	1998	0	;fotoboek;	;z463e;	;Sher Khan Babi van Palanpur, e.a.;	;Natwar Sinhji van Chotta Udaipur, Taley Muhammad Khan van Palanpur, Jumaiyat Khan Babi van Balasinore, Zorawar Khan van Palanpur, Jeet Sinhji van Chotta Udaipur, Ganga Sinhji van Bikaner, Bhav Sinhji van Porbandar;	;i;;NULL
4647;Battiscombe, G.;	;The Spencers of Althorp;	;;	;;	;Constable;	1984	0	;studie;	;z464e;	;John Poyntz Spencer, Robert Spencer van Sunderland, e.a.;	;Diana Spencer, Charles Robert Spencer, George John Spencer, Albert Edward John Spencer, John Charles Spencer, William Cavendish van Devonshire, Charlotte Seymour, Cynthia Hamilton, Lavinia Bingham, Georgiana Poyntz;	;ix;;NULL
4657;;	;Royal Faces (900 Years of British Monarchy);	;;	;National Portrait Gallery;	;Government Bookshop;	1977	0	;biografieën;	;z465e;	;Victoria van Groot-Brittannië, George IV van Groot-Brittannië, e.a.;	;Elisabeth II van Groot-Brittannië, Karel II van Groot-Brittannië, Elisabeth I Tudor van Engeland, Karel I van Groot-Brittannië, Hendrik VIII van Engeland, Henry VII van Engeland, Willem I de veroveraar van Engeland en Normandië, Richard II van Engeland;	;i;;NULL
7332;;	;Burke's Guide to the Royal Family (The Royal Lineage);	;;	;;	;Burke's Peerage Ltd;	1973	1973	;biografieën;	;b733e;	;Elisabeth II van Groot-Brittannië, e.a.;	;Genealogie;	;ï;;NULL
7322;Herrin, J.;	;Women in Purple (Rulers of Medieval Byzantium);	;;	;;	;Weidenfeld & Nicholson;	2001	2001	;biografieën;	;b732e;	;Irene van Byzantium, Theodora van Byzantium, e.a.;	;Euphrosyne van Byzantium, Constantijn VI van Byzantium, Constantijn V van Byzantium, Theophilos van Byzantium, Leo IV van Byzantium, Michael III van Byzantium, Michael II van Byzantium;	;xi;;NULL
7292;Meyere, J., e.a.;	;Op stand aan de wand (..familieportretten in Slot Zuilen);	;;	;;	;;	0	1996	;studie;	;b729n;	;Isabella van Tuyl van Serooskerke, 'Belle van Zuylen';	;Hendrik Jacob van Tuyl van Serooskerke, Willem René van Tuyl van Serooskerke, Reinout Gerard van Tuyl van Serooskerke, Anna Elisabeth van Reede, Godard van Reede, Anna Elisabeth van Lockhorst, Frank van Borssele, Jacoba van Beieren;	;i;;NULL
7342;Dijkstra, dr. B.K.S.;	;Een stamboom in been (Vier eeuwen graven... Hollandse Huis);	;;	;;	;De Bataafse Leeuw;	0	1991	;studie;	;b734n;	;Floris I van Holland, Dirk VI van Holland, e.a.;	;Othilde van Saksen, Siegfried van Kennemerland, Liutgard van Luxemburg, Sophia van de Palts;	;ï;;NULL
4667;;	;(Die Porträts der) Grafen und Herzöge von Kleve;	;;	;;	;;	0	0	;folder;	;z466d;	;Johan III van Kleef, e.a.;	;Adolf I van Kleef, Adolf van der Mark, Johan II van Kleef, Dietrich IX van Kleef,;	;i;;NULL
3404;;	;Het Hertogdom Gelre (Geschiedenis, kunst .. IJssel);	;;	;;	;Matrijs;	2003	2003	;studie;	;l340n;	;Karel van Gelre, Reinout I van Gelre, e.a.;	;Adolf I van Gelre, Reinout II van Gelre, Reinout III van Gelre, Arnold van Egmond en Gelre, Otto II met de paardevoet van Gelre, Gerard II van Gelre, Willem V van Kleef, Catharina van Gelre, Reinout IV van Gelre;	;ix;;NULL
4687;;	;Anhaltische Adelsportraits II: Die Linie Dessau;	;;	;Anhaltische Adelsportraits;	;;	0	2002	;katalogus;	;z468d;	;Georg III van Anhalt-Dessau, e.a.;	;Leopold I van Anhalt-Dessau, Joachim Ernst van Anhalt, Johann IV van Anhalt, Wolfgang van Anhalt, Casimire van Anhalt-Dessau, Leopold III van Anhalt-Dessau, Leopold IV van Anhalt;	;ï;;NULL
7352;Lee, Ch.;	;This Sceptered Isle: The Dynasties;	;The Dynasties (Britian's Most Powerful Families);	;This Sceptered Isle III;	;BBC;	2002	2002	;studie;	;b735e;	;William Cecil, Lord Burghley, John Russell, e.a.;	;John Churchill van Marlborough, Henry Percy van Northumberland, Robert Walpole van Orford, Randolph Churchill, Georgina Spencer van Devonshire, Edmund Mortimer. Thomas Howard van Norfolk, Edward Fitzgerald;	;xi;;NULL
7362;Holmes, F.;	;The Sickly Stuarts (The Medical Downfall of a Dynasty);	;;	;;	;Sutton Publishing;	2003	2003	;studie;	;b736e;	;Jacobus I van Engeland en Schotland, e.a.;	;Karel II van Groot-Brittannië, Karel I van Groot-Brittannië, Jacobus II van Groot-Brittannië, Anne van Groot-Brittannië, Maria II Stuart van Groot-Brittannië, Willem III van Groot-Brittannië en Oranje;	;xï;;NULL
4707;Barman, R.J.;	;Citizen Emperor (Pedro II and the making of Brazil 1825-91);	;;	;;	;Stanford University;	1999	1999	;biografie;	;z470e;	;Pedro II van Brazilië;	;Pedro I van Brazilië, Maria II da Gloria van Portugal, Amelia van Leuchtenburg, Isabel van Brazilië, Leopoldina van Oostenrijk;	;ïx;;NULL
4697;Woo, X.L.;	;Empress Dowager Cixi (... reign of a formidable concubine);	;;	;;	;Algora Publishing;	2002	2002	;biografie;	;z469e;	;T'zu-hsi van China;	;Hsien-feng van China, Túng-chih van China, Kung van China;	;;;NULL
7372;Zeepvat, Ch.;	;Queen Victoria's Family (A Century of Photographs) 1840-1940;	;;	;;	;Sutton Publishing;	0	2001	;fotoboek;	;b737e;	;Victoria van Groot-Brittannië;	;;	;ï;;NULL
7392;Bernardy, F. de;	;Princes of Monaco (The Remarkable History of the Grimaldi..);	;;	;;	;Arthur Barker Ltd;	0	1961	;studie;	;b739e;	;Reinier III van Monaco, Antoine I van Monaco,  e.a.;	;Honoré III van Monaco, Claudine van Monaco, Louis I van Monaco, Honoré II van Monaco, Honoré IV van Monaco, Lambert van Monaco, Louis II van Monaco, Louise-Hippolyte van Monaco, Etienne Grimaldi de Gubernant;	;ïx;;NULL
7402;Sharp, T.;	;Pleasure and Ambition (The Life .. of Augustus the Strong);	;Augustus the Strong (1670-1707);	;;	;I.B. Tauris Publishers;	0	2001	;biografie;	;b740e;	;Augustus II de sterke van Polen en Saksen;	;Johan Georg IV van Saksen, Aurora van Königsmarck, Johan Georg III van Saksen, Anna Constanze von Brockdorff, gravin Cosel, Ursula Catherina von Boccum, gravin Lubomirska, Christine Eberhardine van Brandenburg-Bayreuth, Augustus III van Polen;	;x;;NULL
7382;Trease, G.;	;De Huurlingen (Avontuur en hartstocht van de Condottieri);	;;	;;	;Fibula-Van Dishoeck;	1970	1974	;studie;	;b738n;	;Francesco Sforza van Milaan, Carlo Malatesta, e.a;	;Barnabo Visconti van Milaan, Federigo da Montefeltro, Sigismundo Malatesta, Muzio Attendolo Sforza, Filippo Maria Visconti van Milaan, Nicolo Piccinino, Galeazo Maria Sforza van Milaan, Braccio da Montone, Bartolomeo Colleoni, paus Clemens VII, John Haw;	;ix;;NULL
2620;Trow, M.J.;	;Vlad The Impaler (In Search of the Real Dracula);	;;	;;	;Sutton Publishing;	2003	2004	;studie;	;p262e;	;Vlad III de spietser van Wallachije;	;Vlad II Dracul van Wallachije, Vladislav II van Walachije, Dan III van Walachije, Matthias Corvinus van Hongarije, Vlad de monnik van Walachije;	;ïx;;NULL
1517;Robinson, J.M.;	;Arundel Castle;	;Arundel Castle;	;;	;Arundel C. Trustees;	0	0	;fotoboek;	;z151e;	;Thomas Howard van Norfolk, Henry 'The Poet Earl' van Surrey, e.a.;	;Saint Philip Howard van Arundel, Mary FitzAlan van Arundel, Alathea Talbot, John Howard van Norfolk, kardinaal Philip Howard;	;i;;NULL
1500;Lambert, D., Gray, R.;	;Kings and Queens;	;Kings and Queens;	;Collins Gem;	;Harper Collins;	1991	1991	;naslagwerk;	;p150e;	;Alfred I de grote van Wessex, Robert I Bruce van Schotland, e.a.;	;Penda van Mercia, Knut de grote van Denemarken, Llywelyn de laatste van Wales, Æthelbert I van Kent, Æthelred II de ongerede van Wessex, Mary I van Schotland, George II van Groot-Brittannië, Offa van Mercia, Hendrik V van Engeland, Edgar van Wessex;	;ïxpq;;NULL
1404;Williamson, D.;	;Kings and Queens of Britain;	;Kings and Queens of Britain;	;Kings and Queens of;	;Webb and Bower;	1991	1994	;naslagwerk;	;l140e;	;Hendrik VIII van Engeland, George III van Groot-Brittannië, e.a.;	;Alfred I de grote van Wessex, Æthelred II de ongerede van Wessex, Knut de grote van Denemarken, Willem I de veroveraar van Engeland, Richard III van Engeland, Hendrik II van Engeland, Jacobus I van Engeland en Schotland, Edgar van Wessex;	;ixpqg;;NULL
1414;Allison, R., e.a.;	;The Royal Encyclopedia (The authoritative book of the...);	;The Royal Encyclopedia;	;;	;MacMillan;	1991	1991	;encyclopedie;	;l141e;	;Elisabeth II van Groot-Brittannië, e.a.;	;Victoria van Groot-Brittannië, Edward VII van Groot-Brittannië, Edward VIII van Groot-Brittannië, George V van Groot-Brittannië, George VI van Groot-Brittannië, Charles van Groot-Brittannië, Margaret van Groot-Brittannië, Alexandra van Kent;	;ixw;;NULL
1424;Hindley, G.;	;The Guinness Book of Britisch Royalty (A royal pageant...);	;The Guinness Book of Britisch Royalty;	;The Guinness Book of;	;Guinness Books;	1989	1989	;naslagwerk;	;l142e;	;Elisabeth II van Groot-Brittannië, Edward III van Engeland, e.a.;	;Karel II van Groot-Brittannië, George III van Groot-Brittannië, Malcolm III van Schotland, George Villiers van Buckingham, Penda van Mercia, Victoria van Groot-Brittannië, Hendrik VIII van Engeland, Charles van Groot-Brittannië;	;ixq;;NULL
3352;Oman, sir Ch.;	;A History of England before the Norman conquest;	;A History of England before the Norman conquest;	;;	;Studio Editions;	1924	1993	;studie;	;b335e;	;Alfred I de grote van Wessex, Penda van Mercia, e.a;	;Ine van Wessex, Edward de belijder van Wessex, Offa van Mercia, Æthelbert I van Kent, Æthelflæd van Wessex, Æthelred II de ongerede van Wessex, Caedwalla van Wessex, Knut de grote van Denemarken, Harold II van Wessex, Edward I de oudere van Wessex;	;ix;;NULL
3362;Castleden, R.;	;British history (A chronological dictionary of dates);	;British history;	;A chronological dictionary of dates;	;Parragon;	1994	1994	;naslagwerk;	;b336e;	;;	;;	;bq;;NULL
3372;Castleden, R.;	;World history (A chronological dictionary of dates);	;World history;	;A chronological dictionary of dates;	;Parragon;	1994	1994	;naslagwerk;	;b337e;	;;	;;	;b;;NULL
1527;Morby, J.E.;	;Handbook of Kings and Queens (A chronological guide...);	;The wordsworth Handbook of Kings and Queens;	;Wordsworth Reference;	;Wordsworth;	1989	1989	;naslagwerk;	;z152e;	;;	;;	;;;NULL
1567;Kent-Von Reibnitz, M. van;	;Cupid and the King (Five royal paramours);	;Cupid and the King;	;;	;Harper Collins;	1991	1991	;biografieën;	;z156e;	;Hendrik II van Frankrijk, Lodewijk XV van Frankrijk, e.a.;	;Ludwig I van Beieren, Napoleon I van Frankrijk, Karel II van Groot-Brittannië, Diane de Poitiers, Nell Gwyn, Marie Walewska, Lola Montez, Jeanne Antoinette Poisson, Madame de Pompadour;	;ix;;NULL
1587;Edwards, A.;	;The Grimaldis of Monaco (Centuries of Scandal, Years of...);	;The Grimaldis of Monaco;	;;	;Harper Collins;	1992	1992	;studie;	;z158e;	;Grace Kelly, Albert I van Monaco, Louis I van Monaco, e.a.;	;Reinier III van Monaco, Louis II van Monaco, Honoré III van Monaco, Caroline Gilbert de Lametz, Charles III van Monaco, Honoré V van Monaco, Joseph Grimaldi, Catherine de Gramont, Honoré IV van Monaco, Marie van Lotharingen;	;ïx;;NULL
1607;Bérenger, J.;	;A history of the Habsburg Empire 1273-1700;	;Histoire de l'Empire des Habsbourg 1273-1918;	;A history of the Habsburg Empire I;	;Longman;	1990	1994	;studie;	;z160e;	;Maximiliaan I van Oostenrijk, Ferdinand II van Oostenrijk, e.a.;	;Karel V van Oostenrijk, Rudolf I van Habsburg, Albrecht V van Habsburg, Filips II van Spanje, Rudolf II van Oostenrijk, Frederik III van Habsburg, Frederik I van Oostenrijk, Ottokar II van Bohemen, Ferdinand III van Oostenrijk, Rudolf II van Habsburg;	;ïxb;;NULL
1617;Blakiston, G.;	;Woburn and The Russels;	;Woburn and The Russels;	;;	;Constable London;	1980	1980	;studie;	;z161e;	;John Russell van Bedford, e.a.;	;Francis Russell van Bedford, Hastings Russell van Bedford, William Russell van Bedford, Diana Spencer, Rachel Wriotsely, Hendrik VIII van Engeland;	;ïx;;NULL
1510;Mullins, E.;	;The lands of the sea;	;The lands of the sea;	;;	;Fontana / Collins;	1988	1989	;roman;	;p151e;	;;	;Jacoba van Beieren, Jeanne d'Arc, Filips de stoute van Bourgondië;	;;;NULL
1520;Silva, C. de;	;Taj (The magnificent saga of love and war, power and...);	;Taj;	;;	;Diamond Books;	1989	1994	;roman;	;p152e;	;Shah Jahan van India, Mumtaz Mahal;	;;	;;;NULL
1530;Anthony, E.;	;Curse not the King;	;Curse not the King;	;Romanov Trilogy II;	;Coronet Books;	1954	1988	;roman;	;p153e;	;Catharina II de grote van Rusland, Paul I van Rusland;	;;	;;;NULL
1540;Gellis, R.;	;The dragon and the rose (A trubulent tapestry of love...);	;The dragon and the rose;	;;	;Diamond Books;	1977	1994	;roman;	;p154e;	;Hendrik VII Tudor van Engeland, Elisabeth van Engeland-York;	;;	;;;NULL
1560;Tranter, N.;	;David the Prince;	;David the Prince;	;;	;Coronet Books;	1980	1982	;roman;	;p156e;	;David I van Schotland;	;Edgar I van Schotland, Maud van Schotland, Hendrik I Beauclerc van Engeland, Alexander I de woesteling van Schotland, Hendrik van Schotland-Strathclyde, Malcolm IV de maagd van Schotland;	;p;;NULL
1570;Magnus, Ph.;	;King Edward VII (A major tv series);	;King Edward VII;	;;	;Penguin Books;	1964	1975	;roman;	;p157e;	;Edward VII van Groot-Brittannië;	;Alexandra van Denemarken, Alice Keppel, Lillie Langtry, Victoria van Groot-Brittannië;	;;;NULL
3382;Petrie, sir Ch.;	;The Spanish Royal House;	;The Spanish Royal House;	;;	;Geoffrey Bles;	1958	1958	;studie;	;b338e;	;Filips V van Spanje, Ferdinand VII van Spanje, e.a.;	;Karel IV van Spanje, Isabella II van Spanje, Alfonso XIII van Spanje, Ferdinand VI van Spanje, Karel III van Spanje, Alfonso XII van Spanje, Juan Carlos van spanje;	;xï;;NULL
3402;Gies McGuiga, D.;	;The Habsburgs (The personal lives of a royal family...);	;The Habsburgs;	;;	;W.H. Allen;	1966	1966	;studie;	;b340e;	;Maximiliaan I van Oostenrijk, Maria Theresia van Oostenrijk, e.a.;	;Karel V van Oostenrijk, Josef II van Oostenrijk, Frans Josef I van Oostenrijk, Rudolf II van Oostenrijk, Maximiliaan II van Oostenrijk, Frans II van Oostenrijk, Ferdinand II van Oostenrijk, Leopold I van Oostenrijk, Karel VI van Oostenrijk;	;xïh;;NULL
1590;Morton, A.;	;Diana: Her true story;	;Diana: Her true story;	;Pocket Books;	;Pocket Books;	1992	1992	;biografie;	;p159e;	;Diana Spencer;	;Charles van Groot-Brittannië, Sarah Spencer, William van Groot-Brittannië, Camilla Parker-Bowles, Sarah Ferguson;	;ïx;;NULL
7412;Piltz, G.;	;August der Starke (Träume und Taten ein deutschen Fürsten);	;;	;;	;Neues Leben;	1986	1989	;biografie;	;b741d;	;Augustus II de sterke van Polen en Saksen;	;Augustus III van Polen, Johan Georg III van Saksen, Aurora van Königsmarck, Anna Constanze von Brockdorff, gravin Cosel, Moritz von Sachsen, Ursula Catherina von Boccum, gravin Lubomirska, Christine Eberhardine van Brandenburg-Bayreuth;	;ï;;NULL
7422;Borst, O.;	;Württemberg und seine Herren (.. in Lebensbildern);	;;	;;	;Bechtle;	0	1988	;biografieën;	;b742d;	;Karl Eugen van Württemberg, e.a.;	;Karl Alexander van Württemberg, Ulrich VI van Württemberg, Friedrich I van Württemberg, Eberhard I van Württemberg, Friedrich Eugen van Württemberg, Wilhelm I van Württemberg, Karl Rudolf van Württemberg;	;ï;;NULL
6392;Ewans, M.;	;Afghanistan (A Short History of its People and Politics);	;;	;;	;Harper Collins;	2001	2002	;studie;	;b639e;	;Abdur Rahman de IJzeren Emir van Afghanistan, e.a.;	;Dost Mohammed van Afghanistan, Zahir van Afghanistan, Shah Shuja van Afghanistan, Habibullah van Afghanistan, Amanullah van Afghanistan;	;xï;;NULL
7442;Strathern, P.;	;The Medici (Godfathers of the Renaissance);	;;	;;	;Jonathan Cape;	0	2003	;studie;	;b744e;	;Cosimo I de' Medici, paus Leo X de' Medici, e.a.;	;Giovanni di Bicci de' Medici, Cosimo III de' Medici, Lorenzo il magnifico de' Medici, Piero de jichtige de' Medici, paus Clemens VI de' Medici, Gian Gastone de' Medici, Ferdinando II de' Medici;	;xi;;NULL
4717;Sponsel, W., Sauer, W.;	;Die Burgen und Schlösser der Fürsten zu Oettingen..;	;Fürsten zu Oettingen-Wallerstein;	;;	;Kraichgau Verlag;	0	0	;fotoboek;	;z471d;	;Ludwig van Oettingen-Wallerstein, Godfried van Oettingen, e.a.;	;Wolfgang IV van Oettingen-Wallerstein, Kraft Ernst van Oettingen-Wallerstein, Albrecht Ernst II van Oettingen, Kraft Anton Wilhelm van Oettingen-Baldern, Marie Therese van Thurn und Taxis, Crescentia Bourgin, Johanna Eleonore van Schönborn-Buchheim;	;i;;NULL
7452;Helfricht, J.;	;Die Wettiner (Sachsens Könige, Herzöge, Kurfürsten und..);	;;	;;	;Sachsenbuch;	0	2003	;biografieën;	;b745d;	;Augustus II de sterke van Polen en Saksen, e.a.;	;Moritz van Saksen, Johann van Saksen, Johan George I van Saksen, Albert van Saksen, Christiaan I van Saksen, Albrecht de beheerste van Saksen, Ernst van Saksen, Frederik de strijdbare van Saksen, Hendrik de doorluchtige van Saksen;	;i;;NULL
3414;Sachsen, A. von;	;Die Albertinischen Wettiner (..des Sächsischen Königshauses);	;;	;;	;E. Albrecht Verlags;	1995	0	;biografieën;	;l341d;	;Frederik Augustus II van Saksen, Anton van Saksen, e.a.;	;Johan van Saksen, Frederik Augustus I van Saksen, George van Saksen, Frederik Augustus II van Saksen, Albert van Saksen, Carola Wasa van Zweden, Maria Anna van Portugal, Louise van Oostenrijk-Toskane, Maria Leopoldina van Beieren;	;ix;;NULL
7432;Freitag, W., Hecht, M.;	;Die Fürsten von Anhalt;	;;	;;	;mdv;	0	2003	;studie;	;b743d;	;Woldemar VI van Anhalt, e.a.;	;Magnus van Anhalt, Johan George II van Anhalt-Dessau, Leopold Friedrich Frans van Anhalt-Dessau;	;i;;NULL
7462;Tabori, P.;	;A Pictorial History of Love;	;;	;;	;Spring Books;	1966	0	;prentenboek;	;b746e;	;Lodewijk XIV van Frankrijk, e.a.;	;Maarten Luther, paus Alexander VI Borgia, Hendrik IV van Frankrijk, Hendrik VIII Tudor van Engeland, Elisabeth I Tudor van Engeland, Filips IV van Spanje, Frederik Willem II van Pruisen, Catharina II de grote van Rusland, Casanova, paus Leo IX;	;ï;;NULL
4737;Ros, M.;	;Bloednacht Mayerling 1889-1945;	;;	;;	;Hadewijch;	1989	0	;studie;	;z473n;	;Rudolf van Oostenrijk;	;Frans Josef Ivan Oostenrijk, Sissi van Beieren-Possenhofen, Mary Vetsera;	;ï;;NULL
2590;Roeder, R.;	;Catherine de' Medici and the lost revolution;	;;	;;	;Vintage Books;	1937	1964	;biografie;	;p259e;	;Catharine de' Medici;	;Karel IX van Frankrijk, Frans II van Frankrijk, Hendrik II van Frankrijk, Hendrik III van Frankrijk, Margaretha van Frankrijk;	;x;;NULL
2600;Maroger, D. (ed.);	;The Memoirs of Catherine the Great;	;;	;;	;Collier Books;	0	1961	;mémoires;	;p260e;	;Catharina II de grote van Rusland;	;Peter III van Rusland, Paul I van Rusland;	;x;;NULL
7522;Herenius-Kamstra, A., e.a.;	;Troonopvolgers van Europa;	;;	;;	;Elsevier;	0	1985	;fotoboek;	;b752n;	;Willem-Alexander van Nederland, e.a.;	;Filips van België, Henri van Luxemburg, Felipe van Spanje, Harald V van Noorwegen, Victoria van Zweden, Albert van Monaco, Frederik van Denemarken, Hans-Adam van Liechtenstein, Charles van Groot-Brittannië;	;i;;NULL
7532;Sluyterman, K., Moes, E.W.;	;Nederlandse Kasteelen en hun Historie;	;;	;Nederlandse Kasteelen en hun Historie 1;	;Elsevier;	0	1912	;naslagwerk;	;b753n;	;;	;Keppel, Well, Amerongen, Maurik, Biljoen, Eijsden, Rechteren, Zuijlen, Doorwerth, Moermond, Fraeylemaborg, Borgharen, Van Pallandt, Van Reede, Van Gronsvelt, Van Merode, Bentinck;	;ïx;;NULL
7542;Sluyterman, K., e.a.;	;Nederlandse Kasteelen en hun Historie;	;;	;Nederlandse Kasteelen en hun Historie 2;	;Elsevier;	0	1914	;naslagwerk;	;b754n;	;;	;Middachten, Doornenburg, Weldam, Vorden, Hernen, Rosendaal, Nederhorst, Heeze, Cannenburg, Helmond, Zuylenstein, Arcen, Van Raesfelt, Ripperda, Van Reede, Van Hoorne;	;ïx;;NULL
7552;Sluyterman, K., e.a.;	;Nederlandse Kasteelen en hun Historie;	;;	;Nederlandse Kasteelen en hun Historie 3;	;Elsevier;	0	1915	;naslagwerk;	;b755n;	;;	;Duivenvoorde, Hoensbroeck, Horne, Bergh, Ruurlo, Nyenrode, Westhoven, Renswoude, Limbricht, Assumburg, Marquette, Geysteren, Van Assendelft, Van Heeckeren, Van Hoorne;	;ïx;;NULL
4777;Slijkerman, K.J.;	;Het Geslacht Van Driel te Groote- en Kleine Lindt;	;;	;Geslachten van het Eiland IJsselmonde 1;	;;	0	1989	;naslagwerk;	;z477n;	;;	;Genealogie Van Driel;	;ïx;;NULL
4807;Slijkerman, K.J.;	;De geslachten Leenheer te Heerjansdam en Oost-Barendrecht;	;;	;Geslachten van het Eiland IJsselmonde 8;	;;	0	1991	;naslagwerk;	;z480n;	;;	;Genealogie Leenheer;	;ïx;;NULL
